Gene;GeneEntrezID.combi;MetagCluster17;EntrezID;TCGA-A1-A0SK-01;TCGA-AC-A2BK-01;TCGA-A7-A5ZV-01;TCGA-AQ-A54N-01;TCGA-AC-A2QJ-01;TCGA-AC-A2QH-01;TCGA-A2-A04U-01;TCGA-B6-A0I1-01;TCGA-A2-A4S1-01;TCGA-AC-A7VC-01;TCGA-AN-A0FL-01;TCGA-A1-A0SO-01;TCGA-AN-A04D-01;TCGA-A2-A3XU-01;TCGA-AN-A0AR-01;TCGA-AC-A62X-01;TCGA-AN-A0FJ-01;TCGA-A8-A07C-01;TCGA-A1-A0SB-01;TCGA-A7-A13E-01;TCGA-AO-A1KR-01;TCGA-B6-A0X1-01;TCGA-AN-A0G0-01;TCGA-AR-A1AH-01;TCGA-AR-A251-01;TCGA-B6-A0IQ-01;TCGA-AR-A0TP-01;TCGA-A1-A0SP-01;TCGA-A7-A0CE-01;TCGA-A2-A0YE-01;TCGA-AR-A256-01;TCGA-AO-A0J6-01;TCGA-A2-A0D0-01;TCGA-AO-A124-01;TCGA-A8-A07R-01;TCGA-AO-A128-01;TCGA-AN-A0XU-01;TCGA-A8-A07O-01;TCGA-B6-A0WX-01;TCGA-A2-A04P-01;TCGA-B6-A402-01;TCGA-AO-A0J2-01;TCGA-A2-A3XT-01;TCGA-AR-A0U0-01;TCGA-AR-A2LR-01;TCGA-AO-A12F-01;TCGA-A7-A6VW-01;TCGA-AN-A0AL-01;TCGA-AO-A03U-01;TCGA-A7-A26G-01;TCGA-BH-A0B9-01;TCGA-A2-A0T2-01;TCGA-A2-A4RX-01;TCGA-BH-A0BW-01;TCGA-B6-A0I6-01;TCGA-A2-A04T-01;TCGA-AC-A6IW-01;TCGA-AN-A0AT-01;TCGA-A2-A0T0-01;TCGA-A2-A0YM-01;TCGA-A7-A0DA-01;TCGA-AR-A1AI-01;TCGA-A7-A26I-01;TCGA-A2-A0CL-01;TCGA-A2-A0EQ-01;TCGA-EW-A1OV-01;TCGA-GM-A2DH-01;TCGA-A2-A3Y0-01;TCGA-A7-A4SE-01;TCGA-AN-A0FX-01;TCGA-B6-A0RU-01;TCGA-A7-A13D-01;TCGA-B6-A0RE-01;TCGA-A7-A6VV-01;TCGA-AR-A1AY-01;TCGA-BH-A0AV-01;TCGA-AR-A0U4-01;TCGA-A2-A3XS-01;TCGA-A2-A3XX-01;TCGA-AC-A8OQ-01;TCGA-B6-A409-01;TCGA-B6-A400-01;TCGA-A2-A3XY-01;TCGA-LL-A5YP-01;TCGA-OL-A5S0-01;TCGA-E9-A1NC-01;TCGA-A2-A0CM-01;TCGA-S3-AA10-01;TCGA-A7-A4SD-01;TCGA-B6-A3ZX-01;TCGA-AR-A1AQ-01;TCGA-A2-A0D2-01;TCGA-A7-A6VY-01;TCGA-BH-A0B3-01;TCGA-AO-A129-01;TCGA-E2-A573-01;TCGA-E9-A3QA-01;TCGA-B6-A0IJ-01;TCGA-A2-A04Q-01;TCGA-C8-A12V-01;TCGA-C8-A12K-01;TCGA-A2-A0SX-01;TCGA-A2-A25F-01;TCGA-A8-A07U-01;TCGA-AR-A1AJ-01;TCGA-B6-A0RT-01;TCGA-AR-A1AR-01;TCGA-BH-A1F0-01;TCGA-AR-A1AO-01;TCGA-EW-A1P1-01;TCGA-AQ-A04J-01;TCGA-BH-A0BL-01;TCGA-E2-A1AZ-01;TCGA-AR-A0TS-01;TCGA-AR-A24Q-01;TCGA-A8-A08R-01;TCGA-AO-A0J4-01;TCGA-BH-A0WA-01;TCGA-EW-A1OW-01;TCGA-BH-A0BG-01;TCGA-BH-A208-01;TCGA-D8-A27M-01;TCGA-EW-A3U0-01;TCGA-EW-A1P7-01;TCGA-LL-A441-01;TCGA-S3-AA15-01;TCGA-PL-A8LZ-01;TCGA-BH-A0RX-01;TCGA-EW-A6SB-01;TCGA-D8-A1JL-01;TCGA-BH-A18Q-01;TCGA-D8-A27F-01;TCGA-BH-A1FC-01;TCGA-GI-A2C9-01;TCGA-E2-A14X-01;TCGA-E2-A1LH-01;TCGA-GM-A2DF-01;TCGA-D8-A27H-01;TCGA-LL-A73Y-01;TCGA-BH-A18T-01;TCGA-GM-A3XL-01;TCGA-EW-A1P8-01;TCGA-BH-A1F6-01;TCGA-OL-A66I-01;TCGA-E9-A244-01;TCGA-E9-A1ND-01;TCGA-D8-A1XQ-01;TCGA-E2-A1LI-01;TCGA-BH-A18V-01;TCGA-D8-A147-01;TCGA-C8-A134-01;TCGA-D8-A142-01;TCGA-BH-A18G-01;TCGA-A7-A26F-01;TCGA-D8-A13Z-01;TCGA-E2-A159-01;TCGA-D8-A143-01;TCGA-C8-A27B-01;TCGA-D8-A1JF-01;TCGA-A8-A09X-01;TCGA-AC-A5EH-01;TCGA-C8-A131-01;TCGA-C8-A26X-01;TCGA-D8-A1JK-01;TCGA-GM-A2DD-01;TCGA-JL-A3YW-01;TCGA-LL-A740-01;TCGA-LL-A5YO-01;TCGA-BH-A0E6-01;TCGA-AR-A0TU-01;TCGA-E2-A14N-01;TCGA-E2-A150-01;TCGA-BH-A203-01;TCGA-E2-A1II-01;TCGA-E2-A1B6-01;TCGA-D8-A1XW-01;TCGA-E9-A243-01;TCGA-BH-A18V-06;TCGA-D8-A1XK-01;TCGA-EW-A1PH-01;TCGA-LL-A6FR-01;TCGA-OL-A5D7-01;TCGA-E2-A14R-01;TCGA-BH-A6R9-01;TCGA-GM-A2DB-01;TCGA-EW-A1PB-01;TCGA-OL-A6VO-01;TCGA-E9-A248-01;TCGA-PL-A8LV-01;TCGA-OL-A5RW-01;TCGA-EW-A1P4-01;TCGA-E9-A1N8-01;TCGA-AR-A5QQ-01;TCGA-E2-A1LL-01;TCGA-E9-A22G-01;TCGA-BH-A0E0-01;TCGA-C8-A1HJ-01;TCGA-LL-A8F5-01;TCGA-C8-A26Y-01;TCGA-E9-A1RH-01;TCGA-E2-A1LK-01;TCGA-E2-A574-01;TCGA-HN-A2NL-01;TCGA-E2-A158-01;TCGA-E2-A1LS-01;TCGA-E9-A5FL-01;TCGA-BH-A1FE-06;TCGA-E2-A1LG-01
HBA2;HBA2|3040;Hemoglobin;3040;5.3019;3.1691;10.7489;6.1301;10.6732;4.8179;5.8488;2.3793;5.8368;6.9687;9.1517;4.2565;4.9245;5.2887;3.9806;5.5484;4.9525;2.5977;6.7058;4.1066;4.9589;2.5588;5.4316;3.593;7.3434;3.9162;3.4774;5.8467;7.4672;3.7049;6.8702;6.4771;3.8865;4.7424;0.3786;5.4091;3.6686;3.1818;6.2639;4.6206;9.2487;3.6648;7.351;7.6953;6.3675;10.1176;3.9797;8.5051;5.1978;5.1552;4.6154;4.8843;5.8596;3.2441;4.3492;4.1233;6.3035;2.1568;3.7843;4.5654;4.2534;5.3106;2.2004;4.4433;4.4413;5.0747;3.7658;5.6017;5.0301;6.289;8.5636;5.5973;3.8584;6.3317;3.2404;3.554;6.0799;5.3709;5.6832;8.018;12.3036;4.4061;8.8754;7.8859;8.6053;3.3567;5.2967;6.8076;4.8757;5.1988;4.9033;5.8092;4.0197;4.6764;7.0516;5.7861;5.5777;3.8811;5.2862;5.2442;4.3957;5.854;5.6713;5.2247;8.3327;3.9058;6.4715;7.0828;6.3831;9.5987;5.2682;4.5727;6.0664;7.5518;4.2736;3.0068;4.6564;3.1486;4.336;6.8583;7.9131;4.697;7.5038;7.7702;8.283;8.2078;5.2152;6.8835;6.284;4.1192;8.0654;5.1133;6.84;4.5469;7.3838;6.3983;8.9945;6.1255;4.2613;5.3924;2.8541;5.412;6.3899;7.8772;4.7621;4.4587;3.6707;4.2272;7.015;3.1235;4.9392;5.195;2.9773;3.8437;4.3528;6.7085;9.5457;1.8521;4.2893;5.6394;5.9061;10.1634;5.0511;6.2833;6.1503;9.3532;5.0919;4.3803;5.6457;6.7677;3.7558;3.1192;4.7366;7.5559;5.4904;6.9721;2.3125;8.1384;4.8948;5.7369;5.9693;5.8305;6.5559;4.573;4.8375;4.5601;4.7651;4.3333;4.9835;5.3814;3.038;4.4684;7.1656;6.1779;6.13;5.2312;5.6138;5.2574;4.6181;2.4438;5.0048;5.6387;5.838;2.6185;5.9787;7.8588;10.2977;7.2692
HBB;HBB|3043;Hemoglobin;3043;1.6808;3.4897;10.7872;4.4268;9.9182;3.9854;4.6076;1.3877;4.819;6.6115;9.531;3.3494;4.7191;3.8959;4.5235;5.9099;4.6444;2.465;6.7638;4.3972;3.5487;3.9196;5.8472;3.9151;5.2001;3.0354;3.5682;5.9094;8.6597;3.051;7.6254;6.418;3.7394;5.0473;0.6783;5.6628;3.5463;3.3604;6.4631;4.9581;8.7069;3.4929;6.6355;7.4908;7.1378;9.8094;5.4726;8.9251;6.0377;6.3093;2.3307;4.9059;5.0503;3.1868;6.0414;5.3074;5.1688;1.2876;2.2029;4.1527;4.2019;5.5106;2.4399;5.1635;4.9274;4.7746;4.0795;4.5235;3.8571;6.3691;8.4993;5.9621;3.8584;7.174;3.4967;4.0689;6.2261;4.8696;5.9937;7.1793;12.8349;2.507;8.6281;7.6787;7.997;3.4515;6.2953;6.7799;5.1428;5.639;5.133;5.5832;3.9886;4.6099;6.5672;6.0929;4.589;5.005;4.7668;4.6857;3.9824;5.6477;7.1589;5.4125;9.2631;3.6739;7.4057;7.9968;7.5915;10.2918;5.6402;5.4447;6.989;8.9207;4.8261;3.5497;5.9935;2.9711;3.8517;7.4904;8.8478;4.3719;7.0514;8.5907;8.1308;9.0651;5.9656;6.9124;4.7039;4.9345;8.8789;5.5133;7.5259;4.827;8.0973;6.2305;9.1968;6.4362;5.4441;5.0585;4.421;5.8577;6.4476;7.9593;4.4748;3.0868;4.1376;4.8701;7.6428;4.124;4.4432;4.7422;1.8074;4.9896;3.7746;7.2248;10.6069;2.8609;5.4562;4.2641;5.4692;9.7458;5.7128;6.6726;5.7714;8.1486;7.6382;4.5254;5.5483;6.3479;3.1034;3.4213;4.9258;6.8864;5.7753;7.579;3.4942;8.2052;4.8564;6.8389;5.4379;5.5507;7.036;5.0692;0.8038;5.5492;5.4698;4.504;4.9195;4.9132;2.743;3.6716;7.2002;6.6853;6.2761;3.7863;5.415;5.5915;3.4317;3.9329;3.6711;4.8041;5.8208;2.6968;5.7157;6.1711;10.2601;7.7174
CXCL1;CXCL1|2919;IL8-VEGF;2919;4.5663;6.9256;4.2763;5.0199;7.7892;6.3096;5.8225;2.8365;2.61;2.7267;0;3.3106;2.1555;4.11;1.058;4.7672;1.4858;4.5448;4.4998;7.6743;3.9114;5.964;6.065;8.9316;6.0846;4.4787;2.685;6.0979;6.0611;4.1787;4.3386;6.3246;9.1688;5.0843;4.6786;5.1148;4.7831;7.5237;2.4727;5.0513;6.6442;6.7942;4.4514;2.1771;2.8702;2.6881;10.2925;5.2796;5.1614;1.9023;4.789;2.7646;6.1486;7.5922;4.992;3.4704;7.2307;7.5374;6.2732;8.6194;5.9982;4.3263;2.7076;4.6703;4.7162;7.486;4.0795;11.5239;9.3174;3.6419;4.8238;4.8391;5.264;6.9912;5.518;6.4479;10.8422;5.108;4.6433;4.3998;4.2573;7.5842;5.5729;5.4725;7.6047;6.2528;4.9105;6.4131;6.3504;4.5302;7.1393;5.5608;7.6356;6.9254;7.2439;8.7892;10.3289;8.4418;4.0036;4.9356;8.583;6.7669;5.693;6.7412;6.134;5.5181;5.1738;9.1298;7.6935;5.9269;5.1275;3.8454;5.5928;4.3905;2.2584;7.281;7.2735;3.6192;3.2688;3.1468;3.9016;4.5719;5.7522;7.8239;6.0415;7.3506;5.0824;4.0677;10.065;5.4441;2.7929;6.4668;4.8702;5.5051;4.5526;6.17;6.0391;3.3567;3.8531;4.1261;4.6767;5.3751;5.0053;7.2565;5.8622;10.4177;5.3601;6.8019;6.1618;6.4408;5.466;4.7845;5.4838;7.7237;8.7442;6.0982;6.4345;9.0258;3.9804;1.4091;1.6144;11.5342;3.9298;7.6068;5.8225;7.4302;5.0747;5.7514;2.3801;5.9982;7.7239;4.6131;4.5152;2.509;5.5873;0.9282;10.1127;7.5941;7.258;6.7547;6.0929;4.3971;2.4817;8.5182;3.4188;10.2395;6.6782;7.9542;5.0246;6.6138;9.4744;4.6946;10.9633;4.322;9.6714;0.6865;7.4629;4.9;4.8653;2.4438;2.3529;6.8654;4.785;1.2454;1.0007;10.5763;7.2984;7.2106
CXCL2;CXCL2|2920;IL8-VEGF;2920;2.8685;5.0712;3.5574;6.8645;7.6819;3.8268;2.5048;3.6963;4.4771;3.6134;1.2521;3.3871;2.9303;8.6642;4.2504;6.4733;1.4858;4.4946;6.9903;4.2752;6.2207;4.1579;5.2892;7.082;6.1081;7.3378;5.1455;4.0919;6.2204;3.3489;6.6917;4.0729;7.0797;6.6935;3.917;3.6938;4.5902;3.2285;2.8966;8.3265;5.8893;5.7318;6.0834;4.1242;3.9603;5.2514;8.1287;4.6295;8.0743;2.8122;4.3403;4.771;4.9944;5.8516;3.1409;3.377;3.3652;5.0938;6.7169;5.7393;5.1349;4.2765;3.8075;3.7657;2.8515;5.1623;4.4674;6.6789;5.685;4.3546;7.2188;2.0874;5.362;5.0331;4.3029;2.5112;7.7204;4.1492;4.993;5.4893;5.2556;4.7735;6.3637;5.776;7.0475;4.4789;4.176;5.3419;4.4526;3.2093;5.965;6.1693;6.1259;4.3898;5.3764;6.6441;7.0639;4.6173;6.6785;5.5366;5.6091;4.6113;4.5802;4.4193;7.7655;3.7094;9.5467;8.9842;7.3773;8.538;7.0726;4.5163;5.1193;5.0194;1.4577;4.8503;3.4518;2.6945;3.2688;3.4253;3.6241;3.735;5.4396;6.4983;5.5343;7.513;7.1489;3.983;6.4403;5.4761;5.4936;4.3185;3.4599;5.5051;3.9753;4.287;5.787;3.2569;3.8889;4.3543;6.176;6.7667;4.0078;5.0502;4.8627;8.4065;4.6297;4.295;4.1621;2.3292;3.8422;4.6229;5.9744;9.6487;3.656;5.9139;4.9311;5.2895;2.4952;1.9626;2.5725;7.3798;5.1663;5.7262;7.7613;6.1978;5.2379;5.9052;1.9274;5.4033;8.2537;6.0211;5.9612;3.5144;5.5046;2.5399;6.6993;8.04;5.5344;5.4312;3.7501;4.5811;3.2799;6.6133;6.989;6.6634;5.9646;2.3809;5.8955;6.561;8.3917;2.5102;7.3916;7.1149;7.3378;2.0168;6.404;6.177;5.6774;4.4128;3.3772;4.4438;2.611;0.7532;2.5862;8.6306;8.9692;4.3898
CXCL3;CXCL3|2921;IL8-VEGF;2921;3.2007;3.9737;3.3033;4.2306;6.1943;3.9854;1.0279;2.0817;3.3729;2.5838;0.942;1.8889;2.0591;4.6555;3.1594;3.2845;0;3.4383;4.713;4.3067;2.667;3.0119;3.8852;5.9156;5.178;5.6494;3.4774;3.7446;2.0183;1.8217;4.4982;2.9332;5.2029;6.0505;0;3.6632;4.0748;3.7927;1.3316;5.4611;4.6226;2.1438;4.653;3.3776;2.137;2.3458;6.4714;3.0438;3.2078;0;2.9894;2.4485;3.0978;2.6226;0.9412;1.4535;2.1793;5.0693;5.8169;5.0097;3.8799;4.2765;2.2848;2.6297;1.6194;3.6557;2.0458;5.4272;4.6467;1.543;3.9253;1.7813;3.6961;4.5021;2.7821;2.2308;7.3317;1.7216;2.254;2.2339;2.2677;4.0201;3.5274;4.5883;3.4774;4.2104;2.7089;2.707;5.0805;3.3087;3.5022;3.1909;5.1107;2.5828;4.3976;5.6718;5.763;3.9869;4.6162;3.9253;3.9539;2.6178;2.7368;1.9258;5.2233;2.6056;5.0715;6.7477;5.2773;4.5113;3.9924;2.9984;2.6442;2.0957;0;4.0268;3.195;2.6162;1.9558;1.3626;0.5219;3.0146;3.7131;4.8024;3.0431;4.9434;5.0268;2.2698;6.075;2.7797;1.6406;3.9902;2.6545;3.775;1.4581;2.6786;3.1751;2.6172;1.8257;3.3189;3.2711;4.469;2.3905;4.1106;4.4958;5.9418;3.7342;1.6338;3.1082;1.2276;1.9872;3.2876;4;3.3311;2.2566;3.1469;2.139;4.5514;1.4538;1.1647;1.9585;5.25;2.4838;3.6364;3.6788;5.1962;2.7338;3.448;1.2642;4.5181;6.1615;2.7368;3.8701;2.9594;3.1751;0.9282;6.4096;5.7351;4.9353;4.2212;2.0405;3.5251;2.223;3.679;1.317;5.6267;4.4475;1.8439;3.3427;5.9253;5.2841;3.4415;6.5376;4.7501;6.7955;0;3.7285;3.3102;4.8953;2.2649;1.7431;3.8548;2.8342;0;1.3228;5.3819;6.285;6.0333
CXCL6;CXCL6|6372;IL8-VEGF;6372;2.5951;5.401;1.5366;0;7.7621;9.9553;6.4556;0;3.5923;1.5227;0.5466;0;1.1055;0;1.4871;0.5022;0;2.8313;1.4865;3.3173;0.7389;1.0615;4.4469;5.7456;2.1823;0;1.0609;6.2439;3.0213;1.181;0;2.6103;4.7298;3.7653;0.3786;3.9933;1.6171;5.9333;0.4638;1.3539;1.1522;1.9446;1.1329;1.5641;4.0046;3.0851;6.5658;4.5071;3.0572;2.6951;3.9593;1.4768;4.4459;0.4526;2.8033;1.0308;2.1793;5.8527;1.5685;6.078;0;3.3001;1.2528;4.4917;2.6755;3.5296;3.1412;7.7619;5.7335;1.9526;2.9526;1.1496;1.8879;3.3165;2.1066;1.8822;7.7712;1.7216;2.254;1.3716;2.8796;4.4837;1.861;2.96;2.3378;4.0131;0.5474;1.9919;3.9002;1.7267;5.2156;2.7895;3.0468;4.0318;3.1247;3.4951;6.6724;3.1454;4.1041;2.3378;4.8766;6.1948;2.1203;4.897;3.2493;4.8881;2.0748;5.0651;5.4926;4.1485;4.2059;1.3333;3.5239;1.9808;1.114;0;3.3473;1.61;1.9558;2.5145;4.7156;3.2661;3.8405;4.6679;3.7981;4.4766;2.7118;4.1082;6.166;2.2224;1.43;5.0061;2.5854;3.6654;3.5217;4.4988;1.3254;0;2.0948;0.6768;1.4493;1.9514;2.3905;3.4615;3.7804;7.588;2.2391;2.68;2.4083;4.8995;1.0419;1.8703;3.5392;6.5291;2.411;4.3169;2.9652;4.9306;3.1419;0;0.8677;3.7039;0.5453;2.1161;3.6788;4.0116;2.0806;3.448;0.952;3.7234;6.0492;2.8218;0.7799;2.0455;1.2257;0.3796;8.7448;1.2938;4.4887;5.2789;0;0.9677;0;7.2093;2.6369;1.8407;2.1237;6.8928;2.8878;1.812;5.779;3.8229;9.3873;1.7239;8.0363;0.6865;4.4828;1.8573;1.7856;1.1819;0;4.2447;1.2403;0.4251;1.0007;7.7982;2.7277;0.6909
CXCL5;CXCL5|6374;IL8-VEGF;6374;4.1964;5.8481;4.8522;4.0637;3.4571;4.8999;1.6221;1.7063;3.5923;5.0375;1.2521;3.3871;0;9.3629;5.2939;6.0158;2.6786;4.3516;4.4412;7.1271;4.5282;5.3268;8.1112;6.2817;4.253;4.4787;5.6086;9.5274;6.4726;4.7196;6.9791;5.9367;8.2563;6.4123;2.6786;7.6723;4.9371;11.4084;2.7417;2.9528;6.1433;0.8913;5.4281;1.3593;5.6167;4.4434;9.869;2.64;2.6294;3.0691;6.5941;1.6912;5.1042;10.2608;2.705;2.5529;6.3885;7.7533;7.4618;8.9501;3.7779;3.8353;2.0154;2.1163;2.3632;3.5296;2.3708;8.6222;7.6041;2.5322;4.023;4.8185;6.4564;5.0657;7.5262;6.2003;9.9342;1.5704;2.3541;2.77;3.1617;8.3908;3.6535;7.7501;6.2483;2.8385;5.3135;1.1866;2.9007;5.4341;6.6975;6.6178;6.6627;3.9265;5.9362;6.5892;7.8364;8.9525;2.5882;6.4558;6.4743;6.1169;3.0375;7.5832;7.8257;4.0786;9.8814;7.0133;6.808;2.6019;6.258;3.2496;4.989;5.8076;1.9676;2.1263;6.2027;5.5706;5.2822;5.3434;1.8539;3.9514;1.5941;6.1147;3.5875;8.4197;8.0447;5.5941;11.3712;4.4121;2.3884;9.0617;3.7074;6.6891;2.2463;3.8964;2.1744;1.2446;1.4945;7.1093;4.1943;6.5129;1.2717;9.9909;6.5361;9.6814;7.1245;5.2349;8.0525;5.5736;1.539;3.2478;0;8.6552;4.2337;3.6357;5.3477;8.7875;1.8516;1.9626;1.7967;8.251;2.3601;6.7255;1.9825;3.7664;5.0747;3.8844;3.2344;3.9739;10.1813;5.2101;1.4815;6.7603;3.139;1.3247;11.2193;8.9552;11.6753;5.9345;3.0829;4.5811;0.9389;7.7683;3.0802;10.259;5.5022;2.902;2.2197;5.1561;12.2687;7.9897;6.7981;3.6457;8.0718;1.1498;5.4956;3.0609;5.4838;3.9329;3.2933;7.3552;2.1396;1.0202;0.5854;5.0292;5.588;5.6479
IL8;IL8|3576;IL8-VEGF;3576;8.3842;5.8075;8.985;4.5582;5.8715;8.4432;5.5619;4.4174;5.4443;3.0862;4.0584;6.1935;2.9838;4.7436;3.0379;6.4733;6.0667;7.4107;3.6162;4.9291;6.502;3.1943;8.0803;10.3483;7.5066;5.4057;8.2027;7.5808;7.9609;5.5234;8.6011;8.3477;9.3;6.7521;4.3997;3.4998;7.1244;10.4029;3.3365;5.9946;6.9502;9.633;6.8889;6.883;4.9362;5.9037;9.5346;8.4497;5.8367;5.1608;5.952;6.5436;7.4965;6.6508;6.8976;3.0535;4.5322;8.5279;9.3647;9.6105;7.2378;6.4892;5.0483;5.0389;5.9429;7.1745;5.652;10.0985;8.3666;6.0804;3.5849;9.1816;7.0506;9.1655;8.928;10.5671;10.8826;4.2769;4.739;4.6933;4.4585;9.2916;5.8677;7.492;7.7879;7.9518;6.8338;7.7928;6.5475;2.9258;6.3501;5.1142;9.734;8.4256;7.465;7.2378;7.9426;6.207;4.4479;4.3262;7.3372;6.2446;5.4765;5.0441;6.2848;2.6056;8.9084;8.3515;7.7184;7.8049;4.773;7.9299;5.1501;5.1449;5.7309;8.4493;7.5959;7.4323;8.2171;3.8593;5.1289;7.3068;5.0222;7.3799;2.9869;7.4341;5.221;7.323;5.3164;5.3521;3.1085;10.0472;6.1016;6.6025;4.2648;6.5002;6.8001;6.0678;4.9955;7.1187;5.1821;6.9493;6.774;4.7026;5.8128;9.2754;9.8946;5.9611;8.5514;5.7638;4.6641;5.751;7.6511;11.9015;11.3657;8.0041;11.0543;9.3881;6.4397;4.8238;7.6599;11.5246;8.4094;11.0604;6.7906;9.1661;7.4938;5.8784;4.8364;6.805;8.2065;6.2064;7.4293;3.6404;4.7365;4.1336;8.0432;5.7351;11.5819;8.3243;7.4127;3.1119;5.7229;6.9154;7.4553;5.4029;8.0106;6.5582;6.4117;6.7069;10.2886;7.6618;9.9441;10.0059;8.6348;3.5058;7.7711;6.9576;9.0989;9.8318;7.652;6.9132;3.5729;4.5827;4.0014;8.8665;11.0249;6.5602
KRT16;KRT16|3868;Basal-1;3868;6.6157;9.0943;16.3564;12.2919;14.6089;1.4053;11.2174;13.5221;3.9509;6.8643;8.4575;0.3453;6.8276;14.2757;5.2535;11.0534;11.6266;8.9579;7.405;14.7982;9.3878;14.4439;7.9581;7.7069;11.9239;6.1657;11.0281;14.8449;9.3334;5.1894;12.6284;12.089;10.664;11.4637;10.8775;2.0896;11.758;8.6618;12.1714;10.055;12.5303;6.6296;8.6452;15.518;7.6925;8.5701;13.6269;11.0587;10.48;7.3711;8.8679;12.0815;14.0699;9.5388;11.0585;11.1156;11.5042;12.4467;11.3555;12.2379;13.0888;9.771;11.3752;5.3972;4.1695;7.5071;4.9536;15.1639;14.2803;13.4126;9.1234;13.8111;12.4178;12.7436;12.3289;10.4491;3.2086;12.3326;12.6361;11.3288;12.2597;11.6987;12.2225;9.9356;12.2474;11.6613;13.2661;14.5699;12.3634;13.6959;9.7807;9.5807;13.6862;13.017;11.6384;10.2817;10.2495;10.0751;10.5329;7.0173;7.5821;10.9002;7.8158;10.5387;7.8331;10.3223;6.8785;8.4192;9.1845;10.1018;10.4726;8.313;8.5082;11.6747;10.4939;10.862;11.1451;11.3705;10.2503;9.7736;13.475;11.4676;6.3746;13.6822;8.0696;10.5453;7.3206;8.234;12.116;9.1606;7.4967;8.5721;8.5808;12.3405;10.7239;12.6126;12.8903;13.9844;11.879;10.2594;13.2269;10.6164;10.9679;13.6994;14.035;13.5881;9.9093;9.1574;7.1245;10.8699;12.7276;11.7456;8.4294;13.8585;8.4611;12.0306;9.8606;7.3027;2.6364;5.3037;11.4402;11.1122;2.5976;6.6454;8.6736;11.7728;7.2744;7.505;11.4911;10.0022;9.2482;12.1731;6.1551;7.8415;9.4374;9.7899;4.7245;9.6883;9.3285;11.6848;13.6348;7.3821;9.599;8.4677;7.1567;14.7912;9.5639;6.4177;15.7651;13.7112;12.4185;14.0037;16.6611;14.455;11.2182;16.3961;10.4643;14.2575;7.2921;12.4698;15.414;11.2798;2.9015;9.0689;10.1607;15.2009;0;15.1384
KRT14;KRT14|3861;Basal-1;3861;4.9066;3.944;17.7138;6.3272;15.2262;0.8674;9.3727;9.6448;2.3935;8.9672;9.8081;6.2406;7.5755;9.8316;6.9329;7.2611;15.5542;9.0527;13.2805;16.1431;10.9294;10.1757;7.0187;8.1364;7.0819;8.2247;12.6843;11.2747;9.6968;8.7279;11.8159;7.3921;9.6282;10.0662;9.0011;2.4888;15.1112;2.3748;13.2579;8.7875;15.8327;1.0975;9.8426;16.8653;14.2824;10.7701;13.6609;9.652;10.1616;8.0209;9.927;9.3691;17.113;10.7029;13.5057;10.8454;11.048;9.5383;9.7026;9.8304;9.8376;4.766;8.6973;9.4235;3.9158;5.3605;8.7099;11.7943;15.83;16.18;13.167;12.881;10.6947;13.6456;10.2575;9.0209;5.1852;11.5201;11.0078;12.0427;13.0249;12.9241;12.7552;8.8634;9.9016;15.9037;13.7976;15.3189;12.2474;11.6148;12.3872;8.7486;13.4644;14.0243;10.0703;7.9975;9.4342;10.1708;11.4526;10.3749;7.496;9.5193;2.6208;7.0065;7.8009;9.5471;6.2458;11.0448;11.4999;13.2152;11.1027;9.6685;8.8645;11.6611;12.0912;10.6028;14.0912;11.8498;14.0358;11.3525;12.6233;13.8629;9.554;15.0272;11.2012;12.3335;6.4115;10.3688;9.7356;7.5714;12.109;13.4556;5.7058;14.4852;14.4965;12.4342;8.0719;15.4297;14.7008;5.1825;11.04;7.8367;8.441;10.5888;16.5924;11.6434;7.1966;9.7157;15.0331;11.419;9.6462;11.3481;6.2715;12.2913;9.0969;10.0135;3.8319;4.0585;0;1.6181;6.2093;5.5607;7.1359;6.04;11.2675;6.7108;10.7837;9.2555;11.9594;6.7218;8.2043;13.6458;8.8674;8.1236;15.6554;14.3055;2.6707;11.8934;5.679;9.9294;16.0496;7.6388;7.9091;11.6303;10.3435;9.8978;6.4916;7.0667;15.2356;16.5363;9.6325;11.271;18.7069;17.2358;8.1512;10.9192;10.3713;17.1598;2.1261;6.5091;15.3737;15.6553;5.6156;11.7652;9.854;11.1995;0;17.0356
